Query	Match	Name	Organism
group_10056	WP_004152402	MULTISPECIES: recombinase family protein [Enterobacterales]	Enterobacterales
group_10057	KVJ53994	hypothetical protein AWS29_19935, partial [Enterobacter hormaechei subsp. steigerwaltii]	Enterobacter hormaechei subsp. steigerwaltii
group_10058	WP_000091613	MULTISPECIES: hypothetical protein [Bacteria]	eubacteria
group_10059	WP_004197808	MULTISPECIES: hemolysin expression modulator Hha [Enterobacteriaceae]	Enterobacteriaceae
group_10060	AHM82245	hypothetical protein KPNJ2_05615 (plasmid) [Klebsiella pneumoniae 30684/NJST258_2]	Klebsiella pneumoniae 30684/NJST258_2
group_10061	WP_020805591	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10062	WP_000272716	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10063	WP_022644730	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10064	WP_019705992	MULTISPECIES: DEAD/DEAH box helicase family protein [Enterobacteriaceae]	Enterobacteriaceae
group_10065	WP_004152346	hypothetical protein [Citrobacter freundii]	Citrobacter freundii
group_10066	WP_004152347	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10067	WP_004152353	MULTISPECIES: plasmid segregation protein ParM [Enterobacterales]	Enterobacterales
group_10068	WP_004152354	MULTISPECIES: plasmid partitioning/stability family protein [Enterobacterales]	Enterobacterales
group_10069	CDQ55872	unnamed protein product [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10070	WP_001568043	MULTISPECIES: DUF1380 domain-containing protein [Gammaproteobacteria]	Gammaproteobacteria
group_10071	WP_001568044	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10073	WP_001568046	MULTISPECIES: antirestriction protein ArdA [Enterobacterales]	Enterobacterales
group_10074	WP_013023820	type IV conjugative transfer system protein TraL [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10076	WP_004227320	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10077	WP_004152507	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacteriaceae]	Enterobacteriaceae
group_10078	WP_004152508	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10079	WP_004152679	MULTISPECIES: F-type conjugal transfer protein TrbF [Enterobacterales]	Enterobacterales
group_10083	ASK37968	aph(3\\')-Ia (plasmid) [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10084	WP_065344884	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10086	WP_021535604	MULTISPECIES: MobA/MobL family protein [Enterobacteriaceae]	Enterobacteriaceae
group_10087	WP_001224688	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10088	WP_000675878	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10089	WP_021535613	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10090	WP_021535614	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10091	WP_021535615	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10092	WP_021535617	MULTISPECIES: AlpA family transcriptional regulator [Enterobacterales]	Enterobacterales
group_10093	WP_021535618	MULTISPECIES: NIPSNAP family containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10094	WP_023151835	hypothetical protein [Escherichia coli]	Escherichia coli
group_10095	WP_000272502	MULTISPECIES: UDP-galactopyranose mutase [Escherichia]	Escherichia
group_10096	CTW24502	Uncharacterised protein [Escherichia coli]	Escherichia coli
group_10097	WP_000853321	MULTISPECIES: helix-turn-helix transcriptional regulator [Enterobacteriaceae]	Enterobacteriaceae
group_10098	WP_000187186	MULTISPECIES: YdaS family helix-turn-helix protein [Enterobacteriaceae]	Enterobacteriaceae
group_10099	WP_001542448	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_101	WP_014966167	alpha-2-macroglobulin family protein [Escherichia coli]	Escherichia coli
group_10100	WP_021546501	phage holin family protein [Escherichia coli]	Escherichia coli
group_10101	WP_001337097	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10102	WP_096941376	hypothetical protein [Escherichia coli]	Escherichia coli
group_10103	WP_042043836	hypothetical protein [Escherichia coli]	Escherichia coli
group_10104	WP_000202161	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10105	WP_001087510	hypothetical protein [Escherichia coli]	Escherichia coli
group_10106	EGI14992	hypothetical protein ECIG_05192 [Escherichia coli M605]	Escherichia coli M605
group_10107	WP_000490740	hypothetical protein [Escherichia coli]	Escherichia coli
group_10108	WP_000466682	MULTISPECIES: SdiA-regulated domain-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10109	WP_001545321	MULTISPECIES: Dr family adhesin structural subunit [Enterobacteriaceae]	Enterobacteriaceae
group_10110	WP_001336919	MULTISPECIES: autotransporter outer membrane beta-barrel domain-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10111	WP_000064054	MULTISPECIES: RNA-directed DNA polymerase [Enterobacteriaceae]	Enterobacteriaceae
group_10112	WP_000025002	hypothetical protein [Escherichia coli]	Escherichia coli
group_10113	WP_001159683	SIR2 family protein [Escherichia coli]	Escherichia coli
group_10114	WP_000535015	restriction endonuclease subunit S [Escherichia coli]	Escherichia coli
group_10115	WP_065749858	site-specific integrase [Escherichia coli]	Escherichia coli
group_10116	WP_071940985	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10117	WP_029593911	phage portal protein [Escherichia coli]	Escherichia coli
group_10118	WP_000779483	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin [Enterobacteriaceae]	Enterobacteriaceae
group_10119	WP_001389195	MULTISPECIES: toll/interleukin-1 receptor domain-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10120	WP_000933176	MULTISPECIES: type VI secretion system baseplate subunit TssF [Enterobacteriaceae]	Enterobacteriaceae
group_10121	WP_000439135	MULTISPECIES: type VI secretion system baseplate subunit TssG [Enterobacteriaceae]	Enterobacteriaceae
group_10123	OSL54196	putative L-xylulose-5-phosphate 3-epimerase [Escherichia coli H420]	Escherichia coli H420
group_10125	OJR30721	hypothetical protein BK379_16095 [Escherichia coli]	Escherichia coli
group_10126	WP_000766273	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10127	WP_023352525	MULTISPECIES: phage repressor protein CI [Enterobacteriaceae]	Enterobacteriaceae
group_10128	WP_000063849	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10129	ANW31463	Ash family protein [Escherichia coli]	Escherichia coli
group_10130	WP_001307906	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10131	WP_000983037	MULTISPECIES: head-tail connector protein [Enterobacteriaceae]	Enterobacteriaceae
group_10132	ABJ00680	conserved hypothetical protein [Escherichia coli APEC O1]	Escherichia coli APEC O1
group_10133	WP_023277548	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10135	WP_001028544	MULTISPECIES: type IV secretion system protein [Enterobacteriaceae]	Enterobacteriaceae
group_10136	WP_001230709	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10137	WP_029391920	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10138	WP_021532692	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10140	WP_000467133	MULTISPECIES: TerB family tellurite resistance protein [Bacteria]	eubacteria
group_10141	WP_001398251	replication initiation protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron
group_10142	WP_060598542	MULTISPECIES: LuxR family transcriptional regulator [Gammaproteobacteria]	Gammaproteobacteria
group_10143	WP_000699975	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10144	WP_001329500	MULTISPECIES: P-type conjugative transfer protein VirB9 [Bacteria]	eubacteria
group_10145	WP_000627719	type I restriction-modification system subunit M [Escherichia coli]	Escherichia coli
group_10146	WP_000778953	AAA family ATPase [Escherichia coli]	Escherichia coli
group_10149	WP_069356956	nuclease PIN [Escherichia coli]	Escherichia coli
group_10150	WP_069356955	fimbrial protein [Escherichia coli]	Escherichia coli
group_10151	WP_069356954	nuclease PIN [Escherichia coli]	Escherichia coli
group_10152	WP_024223297	MULTISPECIES: type 1 fimbrial protein [Escherichia]	Escherichia
group_10153	WP_000405244	MULTISPECIES: GNAT family N-acetyltransferase [Escherichia]	Escherichia
group_10154	AOM58172	hypothetical protein CFSAN004177_00015 [Escherichia coli]	Escherichia coli
group_10156	WP_062881999	hypothetical protein [Escherichia coli]	Escherichia coli
group_10159	WP_024226318	AIPR family protein [Escherichia coli]	Escherichia coli
group_1016	EDV60327	hypothetical protein EcB7A_4573 [Escherichia coli B7A]	Escherichia coli B7A
group_10162	WP_069357196	lysozyme inhibitor LprI family protein [Escherichia coli]	Escherichia coli
group_10163	WP_071961477	phage tail assembly protein T [Escherichia coli]	Escherichia coli
group_10164	AOM53803	DNA-binding protein [Escherichia coli]	Escherichia coli
group_10165	KJW64768	hypothetical protein UN93_14220 [Escherichia coli]	Escherichia coli
group_10167	WP_089538218	DNA phosphorothioation-dependent restriction protein DptG [Escherichia coli]	Escherichia coli
group_10168	KXR47985	hypothetical protein AUQ11_24710 [Escherichia coli]	Escherichia coli
group_10169	PLL84920	hypothetical protein CWN61_22320, partial [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10170	WP_016242584	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10171	WP_069684364	hypothetical protein [Escherichia coli]	Escherichia coli
group_10172	ABV06248	conserved hypothetical protein [Escherichia coli HS]	Escherichia coli HS
group_10173	EIF20002	hypothetical protein UWO_00985 [Escherichia coli O32:H37 str. P4]	Escherichia coli O32:H37 str. P4
group_10174	WP_069684426	hypothetical protein [Escherichia coli]	Escherichia coli
group_10176	CSY60408	Uncharacterised protein [Shigella sonnei]	Shigella sonnei
group_10177	EEH88953	hypothetical protein ESAG_04665 [Escherichia coli]	Escherichia coli
group_10178	WP_000987941	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10179	KPQ49539	Uncharacterized protein TW10598_3824 [Escherichia coli TW10598]	Escherichia coli TW10598
group_10180	WP_024169704	MULTISPECIES: AlpA family phage regulatory protein [Escherichia]	Escherichia
group_10181	WP_000343753	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10182	WP_001291072	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10183	WP_044316631	hypothetical protein [Escherichia coli]	Escherichia coli
group_10184	AOT31347	hypothetical protein FORC31_0882 [Escherichia coli]	Escherichia coli
group_10185	WP_001233364	MULTISPECIES: DUF4756 family protein [Enterobacteriaceae]	Enterobacteriaceae
group_10186	ELF18779	hypothetical protein A1YW_02275 [Escherichia coli KTE143]	Escherichia coli KTE143
group_10187	CTV10514	Uncharacterised protein [Escherichia coli]	Escherichia coli
group_10188	WP_001395901	hypothetical protein [Escherichia coli]	Escherichia coli
group_10189	WP_000264477	hypothetical protein [Escherichia coli]	Escherichia coli
group_10190	OXZ61863	hypothetical protein RW71_00248 [Escherichia coli]	Escherichia coli
group_10191	WP_044307775	outer membrane usher protein [Escherichia coli]	Escherichia coli
group_10192	WP_000589980	fimbrial protein [Escherichia coli]	Escherichia coli
group_10193	WP_001395333	MULTISPECIES: SNF2-related protein [Enterobacteriaceae]	Enterobacteriaceae
group_10194	ELC13070	hypothetical protein WCM_01852 [Escherichia coli KTE10]	Escherichia coli KTE10
group_10195	WP_000499609	ABC transporter permease [Escherichia coli]	Escherichia coli
group_10196	WP_001394311	TolC family protein [Escherichia coli]	Escherichia coli
group_10199	OKW17976	hypothetical protein AWP70_17995 [Escherichia coli]	Escherichia coli
group_102	OKV32212	IS110 family transposase [Escherichia coli]	Escherichia coli
group_10200	WP_001203081	DUF2919 family protein [Escherichia coli]	Escherichia coli
group_10204	AOT35429	hypothetical protein FORC31_p174 (plasmid) [Escherichia coli]	Escherichia coli
group_10205	WP_013188509	exported pilus biosynthesis protein [Escherichia coli]	Escherichia coli
group_10207	WP_097421743	alpha/beta hydrolase [Escherichia coli]	Escherichia coli
group_10208	WP_000752652	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10209	ABV16314	hypothetical protein EcE24377A_D0026 (plasmid) [Escherichia coli O139:H28 str. E24377A]	Escherichia coli O139:H28 str. E24377A
group_10211	EMV49670	araC family regulatory domain protein [Escherichia coli 2871950]	Escherichia coli 2871950
group_10212	WP_001595202	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10213	WP_001137405	MULTISPECIES: relaxosome protein TraM [Enterobacteriaceae]	Enterobacteriaceae
group_10214	WP_001332061	MULTISPECIES: AraC family transcriptional regulator [Escherichia]	Escherichia
group_10215	WP_000537317	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10217	WP_000019624	MULTISPECIES: nucleotidyltransferase [Enterobacteriaceae]	Enterobacteriaceae
group_10218	APA28383	adenylyltransferase [Escherichia coli]	Escherichia coli
group_10219	WP_001567459	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10220	WP_000375614	hypothetical protein [Escherichia coli]	Escherichia coli
group_10222	WP_023301986	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10223	WP_004213338	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10224	WP_042345965	Dam family site-specific DNA-(adenine-N6)-methyltransferase [Escherichia coli]	Escherichia coli
group_10225	WP_071042805	phage holin family protein [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10226	WP_042346295	DUF4747 family protein [Escherichia coli]	Escherichia coli
group_10227	SBN37056	Phage prohead protease [Klebsiella pneumoniae]	Klebsiella pneumoniae
group_10228	WP_052935635	hypothetical protein [Escherichia coli]	Escherichia coli
group_10229	WP_052935632	replication endonuclease [Escherichia coli]	Escherichia coli
group_10230	WP_080201292	MULTISPECIES: phage portal protein [Enterobacteriaceae]	Enterobacteriaceae
group_10231	WP_052935788	MULTISPECIES: GPO family capsid scaffolding protein [Enterobacteriaceae]	Enterobacteriaceae
group_10232	WP_052935787	MULTISPECIES: phage major capsid protein, P2 family [Enterobacteriaceae]	Enterobacteriaceae
group_10233	WP_052935786	MULTISPECIES: terminase endonuclease subunit [Enterobacteriaceae]	Enterobacteriaceae
group_10234	WP_001100637	MULTISPECIES: tail protein X [Enterobacteriaceae]	Enterobacteriaceae
group_10235	WP_052935607	phage baseplate assembly protein V [Escherichia coli]	Escherichia coli
group_10236	WP_052935605	MULTISPECIES: baseplate assembly protein [Enterobacteriaceae]	Enterobacteriaceae
group_10237	WP_052935604	MULTISPECIES: phage tail protein I [Enterobacteriaceae]	Enterobacteriaceae
group_10238	EQQ87640	hypothetical protein G774_02860 [Escherichia coli HVH 113 (4-7535473)]	Escherichia coli HVH 113 (4-7535473)
group_1024	WP_001095583	BREX-1 system adenine-specific DNA-methyltransferase PglX [Escherichia coli]	Escherichia coli
group_10240	WP_006796897	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10241	CCT11718	Urocanate hydratase [Salmonella enterica subsp. enterica serovar Agona str. 20.H.06]	Salmonella enterica subsp. enterica serovar Agona str. 20.H.06
group_10242	CNO68535	Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhimurium str. DT104]	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104
group_10243	WP_000764642	MULTISPECIES: hypothetical protein [Bacteria]	eubacteria
group_10244	WP_001282489	MULTISPECIES: type I toxin-antitoxin system Hok family toxin [Enterobacteriaceae]	Enterobacteriaceae
group_10245	EQR71187	hypothetical protein G793_04802 [Escherichia coli HVH 135 (4-4449320)]	Escherichia coli HVH 135 (4-4449320)
group_10246	KUX58556	hypothetical protein AWF87_22300 [Escherichia coli]	Escherichia coli
group_10247	WP_000873759	amino acid deaminase [Escherichia coli]	Escherichia coli
group_10248	WP_000816117	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10249	WP_021538213	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_1025	PQN32970	DUF445 domain-containing protein, partial [Shigella boydii]	Shigella boydii
group_10250	WP_000787138	MULTISPECIES: DUF4868 domain-containing protein [Enterobacterales]	Enterobacterales
group_10251	WP_032328505	MobA/MobL family protein [Escherichia coli]	Escherichia coli
group_10252	WP_001224785	MULTISPECIES: lipoprotein [Enterobacteriaceae]	Enterobacteriaceae
group_10253	ELJ89771	hypothetical protein WGW_00463 [Escherichia coli KTE94]	Escherichia coli KTE94
group_10254	WP_001036813	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10255	WP_097307027	prophage tail fiber N-terminal domain-containing protein [Escherichia coli]	Escherichia coli
group_10257	WP_000801186	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10258	SIY69860	Uncharacterised protein [Shigella sonnei]	Shigella sonnei
group_10259	WP_063277800	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10260	WP_012640742	MULTISPECIES: transcriptional regulator [Escherichia]	Escherichia
group_10261	EMV85402	hypothetical protein EC2865200_4836 [Escherichia coli 2865200]	Escherichia coli 2865200
group_10262	WP_001293471	MULTISPECIES: replication protein RepA [Enterobacteriaceae]	Enterobacteriaceae
group_10263	WP_001755525	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10264	WP_077897819	hypothetical protein [Escherichia coli]	Escherichia coli
group_10265	WP_000005499	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10266	WP_072612812	DUF2514 domain-containing protein [Escherichia coli]	Escherichia coli
group_10267	EDU74932	hypothetical protein ECH7EC4401_4804 [Escherichia coli O157:H7 str. EC4401]	Escherichia coli O157:H7 str. EC4401
group_10268	WP_000335965	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10269	WP_001038670	hypothetical protein [Escherichia coli]	Escherichia coli
group_10270	WP_077632643	acyltransferase [Escherichia coli]	Escherichia coli
group_10271	WP_000399370	hypothetical protein [Escherichia coli]	Escherichia coli
group_10272	WP_103951118	hypothetical protein [Escherichia coli]	Escherichia coli
group_10274	ETE20985	sugar ABC transporter permease [Escherichia coli LAU-EC10]	Escherichia coli LAU-EC10
group_10275	WP_001596514	MULTISPECIES: pentapeptide repeat-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10276	WP_001521869	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10277	ASO79189	integrase of prophage [Escherichia coli]	Escherichia coli
group_10279	WP_000720081	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_1028	WP_027662041	type VI secretion system baseplate subunit TssF [Escherichia coli]	Escherichia coli
group_10280	WP_001522659	MULTISPECIES: type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family [Enterobacteriaceae]	Enterobacteriaceae
group_10281	WP_000164164	MULTISPECIES: DUF3987 domain-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10285	WP_021514655	MULTISPECIES: DUF4209 domain-containing protein [Enterobacteriaceae]	Enterobacteriaceae
group_10286	CSQ72555	GAF domain/diguanylate cyclase (GGDEF) domain protein [Shigella sonnei]	Shigella sonnei
group_10287	WP_023910349	MULTISPECIES: StfH/YfcO family fimbrial adhesin [Enterobacteriaceae]	Enterobacteriaceae
group_10288	WP_000536662	MULTISPECIES: CII family transcriptional regulator [Enterobacteriaceae]	Enterobacteriaceae
group_10289	WP_000619184	ABC transporter ATP-binding protein [Escherichia coli]	Escherichia coli
group_10291	WP_000861664	MULTISPECIES: hypothetical protein [Enterobacteriaceae]	Enterobacteriaceae
group_10292	EHN83147	hypothetical protein ESRG_03627 [Escherichia coli TA124]	Escherichia coli TA124
group_10293	WP_000909125	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10294	WP_004192789	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10295	WP_000534920	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10296	EQN14330	hypothetical protein G686_04929 [Escherichia coli HVH 6 (3-8296502)]	Escherichia coli HVH 6 (3-8296502)
group_10297	WP_001194072	MULTISPECIES: DsbA family oxidoreductase [Proteobacteria]	Proteobacteria
group_10298	WP_024262943	MULTISPECIES: thioredoxin family protein [Enterobacteriaceae]	Enterobacteriaceae
group_10299	WP_000210408	MULTISPECIES: TetR/AcrR family transcriptional regulator [Enterobacteriaceae]	Enterobacteriaceae
group_1030	SJG12573	Uncharacterised protein [Shigella sonnei]	Shigella sonnei
group_10300	WP_000600827	MULTISPECIES: tyrosine-type recombinase/integrase [Enterobacterales]	Enterobacterales
group_10301	WP_000062770	MULTISPECIES: hypothetical protein [Enterobacterales]	Enterobacterales
group_10302	WP_000026993	hypothetical protein [Escherichia coli]	Escherichia coli
group_10303	AAN81655	Hypothetical protein c3203 [Escherichia coli CFT073]	Escherichia coli CFT073
group_10304	WP_000199429	type 1 fimbrial protein [Escherichia coli]	Escherichia coli
group_10305	WP_065273934	hypothetical protein [Escherichia coli]	Escherichia coli
group_10307	WP_000843776	carboxymuconolactone decarboxylase family protein [Escherichia coli]	Escherichia coli
group_10308	WP_000748591	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10309	EGI33041	transposon resolvase [Escherichia coli TA143]	Escherichia coli TA143
group_10310	WP_073461912	lysis protein [Escherichia coli]	Escherichia coli
group_10311	WP_000174193	hypothetical protein [Escherichia coli]	Escherichia coli
group_10312	WP_000866660	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10313	WP_001033414	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10314	KDG99317	hypothetical protein AE24_00964 [Escherichia coli UCI 65]	Escherichia coli UCI 65
group_10315	WP_073461974	hypothetical protein [Escherichia coli]	Escherichia coli
group_10316	WP_073461978	hypothetical protein [Escherichia coli]	Escherichia coli
group_10317	WP_001309262	MULTISPECIES: hypothetical protein [Escherichia]	Escherichia
group_10318	AAQ96723	Aec29 [Escherichia coli]	Escherichia coli
group_10319	WP_073461997	hypothetical protein [Escherichia coli]	Escherichia coli
group_10320	WP_073461998	ATP-binding domain-containing protein [Escherichia coli]	Escherichia coli
group_10322	WP_000099603	type I restriction-modification system subunit M [Escherichia coli]	Escherichia coli
