Genome	Gene	MeanCoverage	sdCoverage	PercentCoverage	CV	Status
KaeroEcoli	acnB	26.1558891454965	9.25166606349126	0.998460354118553	0.353712542977503	Core
KaeroEcoli	acpH	28.6632302405498	7.99311161346535	0.996563573883162	0.278862903670833	Core
KaeroEcoli	acpP_1	29.57805907173	11.882512058778	0.978902953586498	0.401734002557829	Core
KaeroEcoli	acpP_2	31.3895582329317	12.7233613006912	1	0.405337380229287	Accessory
KaeroEcoli	acpS	30.761154855643	10.2486539670575	0.994750656167979	0.333168699782329	Core
KaeroEcoli	acpT	27.7057823129252	9.97408057784352	0.97108843537415	0.35999996192818	Core
KaeroEcoli	acrA	28.391122278057	6.78630504825732	1	0.239029122617754	Core
KaeroEcoli	acrB	26.6257142857143	8.48456497721635	0.985079365079365	0.318660558217161	Core
KaeroEcoli	acrD	29.0204301075269	7.74262937272577	0.999641577060932	0.266799263278927	Core
KaeroEcoli	acrE	31.5129533678756	7.73464998934234	1	0.245443513308627	Core
KaeroEcoli	acrR	31.9166666666667	9.89773833313868	0.998456790123457	0.310111905999123	Core
KaeroEcoli	acrZ	21.6066666666667	7.08519267608656	1	0.327916970506938	Core
KaeroEcoli	acs	28.3557937723328	9.69765121517878	0.959673302705462	0.341998933023731	Core
KaeroEcoli	actP	27.6587878787879	9.12566063221633	0.987878787878788	0.32993711337636	Core
KaeroEcoli	ada	30.5183098591549	6.95757099376071	1	0.227980219935855	Core
KaeroEcoli	add	30.6037924151697	8.16107238580421	0.999001996007984	0.266668662337382	Core
KaeroEcoli	adeD	29.4182229767968	7.94402605451311	1	0.270037590672246	Core
KaeroEcoli	adeP	26.9170403587444	9.95238444947905	0.969357249626308	0.369742895832374	Core
KaeroEcoli	adeQ	30.4516853932584	7.93388316210189	0.999250936329588	0.260540034472389	Core
KaeroEcoli	adhE	30.7126307922272	7.66543432520963	1	0.24958572833004	Core
KaeroEcoli	adhP	25.4362017804154	10.5493951314022	0.951533135509397	0.414739402622788	Core
KaeroEcoli	adiA	30.4799647732277	9.25009437735356	1	0.303481137402051	Core
KaeroEcoli	adiC	28.4678624813154	7.12696681702617	0.999252615844544	0.250351315336861	Core
KaeroEcoli	adiY	33.5196850393701	8.73482951643713	0.99737532808399	0.260588054636485	Core
KaeroEcoli	adk	27.8468085106383	8.46059174462671	1	0.303826262222995	Core
KaeroEcoli	aegA	27.4585858585859	7.94929624453813	0.994949494949495	0.289501297899233	Core
KaeroEcoli	aer	28.335963182117	7.5632996668964	0.996712689020381	0.266915213655756	Core
KaeroEcoli	aes	28.90625	7.5366025500828	0.998958333333333	0.260725709840702	Core
KaeroEcoli	agaB	28.020964360587	16.6506233232047	0.949685534591195	0.594220209873458	Core
KaeroEcoli	agaC_1	31.1977611940299	9.03153158949198	1	0.289492939359389	Core
KaeroEcoli	agaC_2	28.425641025641	8.70591311744979	0.98974358974359	0.306269719989664	Core
KaeroEcoli	agaD_2	31.7633674630262	8.49968379636358	0.998862343572241	0.267593913216461	Core
KaeroEcoli	agaI	32.9273504273504	8.08842843619623	0.995726495726496	0.245644679308231	Core
KaeroEcoli	agaR_1	33.4961538461538	10.0166093426575	1	0.299037596634624	Accessory
KaeroEcoli	agaR_2	29.5469135802469	8.45234713958482	0.995061728395062	0.286065314965266	Core
KaeroEcoli	agaR_3	30.4708994708995	9.1547664123151	0.996031746031746	0.300442933135536	Accessory
KaeroEcoli	agaS	28.8623376623377	8.48247820343052	0.998268398268398	0.293894358200212	Core
KaeroEcoli	agaV	30.1856540084388	9.47319155509086	0.9957805907173	0.313830919563396	Core
KaeroEcoli	aglB	26.2090395480226	10.5656135907747	1	0.403128606502937	Accessory
KaeroEcoli	agp	30.1296296296296	8.86109704254757	1	0.294099102825795	Core
KaeroEcoli	ahpC	29.2517730496454	8.9971623932966	1	0.307576651098271	Core
KaeroEcoli	ahpF	31.6040100250627	9.21712098937704	1	0.291644034477513	Core
KaeroEcoli	ahr	26.85	9.26218530076099	0.998039215686275	0.344960346397057	Core
KaeroEcoli	aidB	28.1549815498155	9.44173858336389	0.996924969249693	0.335348775372427	Core
KaeroEcoli	ais	34.6915422885572	10.3253250305337	0.993366500829187	0.297632343487347	Core
KaeroEcoli	alaA	22.1732348111658	15.1242035980077	0.766009852216749	0.682092790105282	Core
KaeroEcoli	alaC	29.5560936238902	8.36862030023558	0.993543179983858	0.283143652430144	Core
KaeroEcoli	alaE	28.4977777777778	10.2518940373779	0.997777777777778	0.359743630444485	Core
KaeroEcoli	alaS	29.6974534397567	7.54391888501884	1	0.254025783736716	Core
KaeroEcoli	aldA	29.6354166666667	7.90833489246434	0.999305555555556	0.26685418266312	Core
KaeroEcoli	aldB	29.4704353476283	8.81456874226072	0.999350227420403	0.299098694616674	Core
KaeroEcoli	alkA	28.1491841491841	9.07256526056016	0.986013986013986	0.322302956010294	Core
KaeroEcoli	alkB	30.4430641821946	10.4348586194895	0.997929606625259	0.34276637059395	Core
KaeroEcoli	allA	28.9316770186335	10.3725964912434	0.997929606625259	0.358520402552639	Core
KaeroEcoli	allB	30.0939794419971	7.15853696336474	1	0.237872727239747	Core
KaeroEcoli	allC	30.4118122977346	8.58203507005691	0.999190938511327	0.282194135161625	Core
KaeroEcoli	allE	29.9185750636132	9.03304540587223	0.998727735368957	0.301920976739903	Core
KaeroEcoli	allR	30.1200980392157	8.82774699714436	0.998774509803922	0.293084935701432	Core
KaeroEcoli	allS	33.6353829557713	9.83716008900361	0.997842502696872	0.292464637668581	Core
KaeroEcoli	alr	29.0444444444444	9.87389752490913	0.997222222222222	0.339958216236351	Core
KaeroEcoli	alx	30.5527950310559	7.64733062936574	0.996894409937888	0.250298888255313	Core
KaeroEcoli	alx_2	28.5014409221902	6.5810222375386	0.999039385206532	0.230901386898473	Accessory
KaeroEcoli	amiA	33.7505747126437	9.97377889729415	0.997701149425287	0.295514342561929	Core
KaeroEcoli	amiB	27.7825112107623	10.3087603080707	0.990284005979073	0.371052142474338	Core
KaeroEcoli	amiC	28.4641148325359	7.69084846902829	1	0.270194541944346	Core
KaeroEcoli	amiD	30.5583634175692	10.1345715950284	0.998796630565584	0.331646412359951	Core
KaeroEcoli	amn	29.3477663230241	10.6237396773524	0.996563573883162	0.361994829876298	Core
KaeroEcoli	ampD	27.5344202898551	9.25337491916996	0.998188405797101	0.336065725072822	Core
KaeroEcoli	ampE	27.574269005848	9.29260451828075	0.977777777777778	0.33700275123558	Core
KaeroEcoli	ampG	30.1917344173442	7.91988440079528	1	0.262319623355111	Core
KaeroEcoli	ampH	27.9602763385147	9.59122026819278	1	0.343030238759875	Core
KaeroEcoli	amtB	27.2867132867133	7.46829497662324	0.996891996891997	0.273697124976198	Core
KaeroEcoli	amyA	27.9899193548387	10.3547320901082	0.977822580645161	0.369945049102764	Core
KaeroEcoli	anmK	30.690990990991	9.35219169762159	0.995495495495496	0.304721072720227	Core
KaeroEcoli	ansA	27.4896755162242	8.86247405918487	1	0.322392821768824	Core
KaeroEcoli	ansB	24.3247373447947	11.7591992101432	0.988538681948424	0.483425536870582	Core
KaeroEcoli	ansP	31.3566666666667	7.98222605819444	0.999333333333333	0.254562327783388	Core
KaeroEcoli	apaH	26.7508896797153	11.3308947908351	0.970344009489917	0.423570764430579	Core
KaeroEcoli	aphA	33.0994397759104	12.0940644614468	0.99859943977591	0.365385775207253	Core
KaeroEcoli	appA	28.5026943802925	8.57778424566801	0.997690531177829	0.300946434439507	Core
KaeroEcoli	appB	31.1398416886544	6.68538222828701	1	0.214689024277307	Core
KaeroEcoli	appC	29.0381877022654	6.85890116643031	0.999352750809061	0.236202797390666	Core
KaeroEcoli	appX	19.2365591397849	9.94921654055841	1	0.517203542913321	Accessory
KaeroEcoli	apt	28.606884057971	8.18609482787719	0.998188405797101	0.286158213221975	Core
KaeroEcoli	aqpZ	30.3448275862069	8.1543775046423	1	0.268723804130257	Core
KaeroEcoli	araA	28.5475715236194	7.8874552185274	0.998669328010645	0.276291635244755	Core
KaeroEcoli	araB	29.0099941211052	8.67866993401033	1	0.29916138203201	Core
KaeroEcoli	araC	31.094425483504	8.44688366231207	0.998862343572241	0.271652668636481	Core
KaeroEcoli	araD	25.389367816092	10.3379917703765	0.987068965517241	0.407177990616381	Core
KaeroEcoli	araF	27.8313131313131	9.60897947994664	0.978787878787879	0.345257855229818	Core
KaeroEcoli	araG	30.8917491749175	7.16046715452246	0.999339933993399	0.231792221087189	Core
KaeroEcoli	araH	31.758865248227	8.42498276637225	0.998986828774063	0.265279716404307	Core
KaeroEcoli	araJ	33.7927501970055	8.91488375954641	0.997635933806147	0.263810542426239	Core
KaeroEcoli	arcA	29.9567642956764	8.3882449417471	0.99721059972106	0.280011714848581	Core
KaeroEcoli	arcB	33.5887890457852	8.44664525368053	1	0.251472157634704	Core
KaeroEcoli	arfB	30.3829787234043	10.1248085169195	0.997635933806147	0.333239496005053	Core
KaeroEcoli	argA	29.0585585585586	10.5109664184918	0.945945945945946	0.361716717548471	Core
KaeroEcoli	argB	31.7248062015504	7.99064651463025	0.996124031007752	0.251873769184436	Core
KaeroEcoli	argC	30.4089552238806	8.24336745360079	1	0.271083547359995	Core
KaeroEcoli	argD	28.8165438165438	8.47575644938356	0.997542997542998	0.294128140534243	Core
KaeroEcoli	argE	29.9340277777778	11.6977942075972	0.962673611111111	0.390785840597144	Core
KaeroEcoli	argG	28.5877976190476	9.78501749092996	0.997767857142857	0.342279514544008	Core
KaeroEcoli	argH	32.6608442503639	8.53227254264242	0.997088791848617	0.261238579053184	Core
KaeroEcoli	argI	27.5492537313433	10.5311533639766	0.994029850746269	0.382266375222903	Core
KaeroEcoli	argK	28.1666666666667	8.38162223497231	1	0.297572387040437	Accessory
KaeroEcoli	argO	28.7044025157233	10.6370639837143	1	0.37057256209697	Core
KaeroEcoli	argP	26.6286353467562	13.6858329466491	0.925055928411633	0.513951720335391	Core
KaeroEcoli	argR	30.208067940552	7.72913930164999	1	0.255863410955661	Core
KaeroEcoli	argS	31.6955017301038	8.43929563743486	1	0.266261620002039	Core
KaeroEcoli	argT	30.3627075351213	9.82083691304702	1	0.323450631064012	Core
KaeroEcoli	ariR	29.5580524344569	11.487464594473	0.973782771535581	0.388640781389291	Accessory
KaeroEcoli	arnA	29.9167927382753	9.06861585595028	0.99798285426122	0.303127943402434	Core
KaeroEcoli	arnB	29.9749568221071	7.53007646975196	0.999136442141623	0.25121225409734	Core
KaeroEcoli	arnC	30.7244582043344	8.37409365643181	0.998968008255934	0.272554640369556	Core
KaeroEcoli	arnD	33.3928170594837	8.51202150755899	1	0.254905762888955	Core
KaeroEcoli	arnE	26.6309523809524	9.7006290141087	0.99702380952381	0.364261438169482	Core
KaeroEcoli	arnF	29.1059431524548	8.87545610456823	0.997416020671835	0.304936213819949	Core
KaeroEcoli	arnT	33.5547489413188	9.43155203889986	0.999395039322444	0.281079499518651	Core
KaeroEcoli	aroA	31.4579439252336	7.58196207112534	0.999221183800623	0.241018996319195	Core
KaeroEcoli	aroB	27.7594123048668	7.27297109012722	0.996326905417815	0.262000182505741	Core
KaeroEcoli	aroC	21.0469613259669	12.0044003058316	0.921731123388582	0.570362634297289	Core
KaeroEcoli	aroD	34.8840579710145	10.0839351522581	0.997364953886693	0.289070014751063	Core
KaeroEcoli	aroE	31.2905982905983	7.73260628820315	0.996336996336996	0.247122353378795	Core
KaeroEcoli	aroF	33.3800186741363	8.57241459346594	0.994397759103641	0.256812756072784	Core
KaeroEcoli	aroG	28.9791073124406	8.02073953575668	0.995251661918329	0.276776625631715	Core
KaeroEcoli	aroH	30.5893027698185	9.72437556381589	0.996179560649475	0.317901183854724	Core
KaeroEcoli	aroK	31.3888888888889	8.23433842402027	1	0.262332905544009	Core
KaeroEcoli	aroL	32.2038095238095	8.90633966471028	1	0.276561680012592	Core
KaeroEcoli	aroM	32.0604719764012	9.17083237194635	1	0.286047952715629	Core
KaeroEcoli	aroP	24.7921225382932	11.3651970648845	0.926331145149526	0.458419687436207	Core
KaeroEcoli	arpA_1	30.1890681003584	12.2246940640811	0.977598566308244	0.404937774940327	Core
KaeroEcoli	arpA_2	37.0222222222222	8.79652171578074	0.998095238095238	0.237601126776791	Accessory
KaeroEcoli	arsB	32.7356589147287	7.81878046250237	0.996899224806202	0.238845977802649	Accessory
KaeroEcoli	arsC	27.7347417840376	10.587564939349	0.995305164319249	0.381743771829258	Core
KaeroEcoli	arsR	31.1638418079096	10.8680597567254	1	0.348739408437345	Accessory
KaeroEcoli	artI	29.5478142076503	8.05379710115395	1	0.272568286931651	Core
KaeroEcoli	artJ	32.1967213114754	10.7041851085816	0.998633879781421	0.332461961111749	Core
KaeroEcoli	artM	28.4260089686099	9.28084656375911	1	0.326491368310188	Core
KaeroEcoli	artP	30.6954732510288	9.34741509941843	0.997256515775034	0.304520963823392	Core
KaeroEcoli	artQ	30.7405857740586	8.81052482551875	0.99860529986053	0.286608878902815	Core
KaeroEcoli	ascB	29.6529492455418	6.9579772223639	0.999314128943759	0.234647055331604	Accessory
KaeroEcoli	ascG	30.077909270217	7.68601794389093	0.998027613412229	0.255536974822302	Accessory
KaeroEcoli	asd	29.2617753623188	7.02884530290672	0.999094202898551	0.240205702349761	Core
KaeroEcoli	aslA	22.2901234567901	8.52229964792435	0.975308641975309	0.382335237597271	Core
KaeroEcoli	aslB	31.9069579288026	8.74785341682616	0.996763754045307	0.274167579257985	Core
KaeroEcoli	asmA	31.5242718446602	7.88367970573635	0.999460625674218	0.25008284868828	Core
KaeroEcoli	asnA	26.503524672709	10.4680888772296	0.955689828801611	0.39496968823957	Core
KaeroEcoli	asnB	26.2870870870871	9.31257332096756	0.998798798798799	0.354264178838672	Core
KaeroEcoli	asnC	31.2461873638344	10.7251470432899	1	0.343246582964025	Core
KaeroEcoli	asnS	28.4568165596003	7.61913181227062	0.995717344753747	0.267743645755772	Core
KaeroEcoli	aspA	30.5692414752958	7.53110358585626	1	0.246362134694852	Core
KaeroEcoli	aspC	30.4651553316541	7.36881368205859	0.999160369437448	0.241876780270416	Core
KaeroEcoli	aspS	30.5408911449521	7.29846938837778	0.999435984207558	0.238973687890705	Core
KaeroEcoli	asr	35.7313915857605	11.7167193091279	1	0.327911082920072	Core
KaeroEcoli	astA	28.8492753623188	9.18552004450113	0.997101449275362	0.31839690699818	Core
KaeroEcoli	astC	23.2194922194922	10.8044153119801	0.990990990990991	0.465316605972549	Core
KaeroEcoli	astD	23.9817444219067	9.28960114926596	0.999323867478026	0.387361360618127	Core
KaeroEcoli	astE	28.1031991744066	8.05377587659432	1	0.28657861429274	Core
KaeroEcoli	atl	23.7564102564103	8.43158340099111	0.996794871794872	0.354918243538751	Core
KaeroEcoli	atoA	26.2764976958525	8.82794778963566	0.995391705069124	0.335963639135556	Accessory
KaeroEcoli	atoB	24.1696202531646	10.512336154567	0.99662447257384	0.434940062957365	Accessory
KaeroEcoli	atoC	32.0728715728716	8.95579355759781	0.997835497835498	0.27923266980475	Accessory
KaeroEcoli	atoD	22.3001508295626	10.8184181922615	0.947209653092006	0.48512757940273	Accessory
KaeroEcoli	atoE	29.1746031746032	7.78807161663266	0.999244142101285	0.266946959656071	Accessory
KaeroEcoli	atpA	28.1050583657588	6.45882383142355	0.99935149156939	0.229810013107553	Core
KaeroEcoli	atpB	29.0049019607843	11.7817567404957	0.931372549019608	0.406198812753276	Core
KaeroEcoli	atpC	32.6285714285714	9.886233182876	0.997619047619048	0.302993136077636	Core
KaeroEcoli	atpD	26.2067968185105	6.9982867507457	1	0.267040905426589	Core
KaeroEcoli	atpE	16.025	13.0512106878408	0.879166666666667	0.814428124046228	Core
KaeroEcoli	atpF	32.6135881104034	9.39326071634899	0.991507430997877	0.288016782592304	Core
KaeroEcoli	atpG	30.2094907407407	9.83567666943585	0.997685185185185	0.325582339465636	Core
KaeroEcoli	atpH	32.5749063670412	10.4714839926393	1	0.321458606040207	Core
KaeroEcoli	avtA	31.0614035087719	9.23819200300023	1	0.297417082276765	Core
KaeroEcoli	azoR	30.2475247524752	9.37932236773525	1	0.310085616740183	Core
KaeroEcoli	bacA	28.6970802919708	7.48507023902863	1	0.260830375873565	Core
KaeroEcoli	baeR	26.1604426002766	12.6014656766566	0.90179806362379	0.481699253686304	Core
KaeroEcoli	baeS	27.974358974359	9.34166079772671	1	0.333936545473274	Core
KaeroEcoli	bamA	27.0172626387176	7.04658123787202	0.999588984792437	0.260817734649912	Core
KaeroEcoli	bamB	31.0831212892282	8.30242534744892	1	0.267103978078486	Core
KaeroEcoli	bamC	28.0541062801932	9.71862207999474	0.963285024154589	0.346424226918121	Core
KaeroEcoli	bamD	32.2791327913279	9.02525468017629	0.998644986449865	0.279600283518181	Core
KaeroEcoli	bamE	22.8157894736842	6.1222623271524	1	0.268334450325019	Core
KaeroEcoli	barA	36.0587595212187	8.98285903907027	0.999637286906057	0.249117250796837	Core
KaeroEcoli	basR	30.9521674140508	7.87557329509551	1	0.254443354151683	Core
KaeroEcoli	basS	30.0980926430518	7.31433250509203	0.999091734786558	0.243016479211368	Core
KaeroEcoli	bax	29.9357575757576	7.56008257129831	0.998787878787879	0.25254355271171	Core
KaeroEcoli	bcp	20.4288747346072	13.6076767526064	0.830148619957537	0.666100161138807	Core
KaeroEcoli	bcr	25.5816808309726	10.7425485058654	0.986779981114259	0.419931300716527	Core
KaeroEcoli	bcsA	27.1542573501336	11.7523412492907	0.940053455517373	0.432799214419794	Core
KaeroEcoli	bcsB	29.2738715277778	7.36040111596622	0.999565972222222	0.251432445789823	Core
KaeroEcoli	bcsC	30.3629821531376	8.11739518971229	1	0.267345122714617	Core
KaeroEcoli	bcsE	32.3275236020334	9.53646942889395	0.999273783587509	0.294995358948376	Core
KaeroEcoli	bcsF	23.1927083333333	13.6726634807539	0.895833333333333	0.589524228229226	Core
KaeroEcoli	bcsG	26.5434523809524	13.522461141241	0.891071428571429	0.509446207191373	Core
KaeroEcoli	bcsZ	32.2990063233966	8.29257216311261	1	0.256743878746068	Core
KaeroEcoli	bdcA	24.6190476190476	7.83314611467386	0.99859943977591	0.318174213555418	Accessory
KaeroEcoli	bdcR	27.020202020202	9.80550810343548	0.988215488215488	0.362895440089762	Accessory
KaeroEcoli	bdm	24.1481481481481	9.26640826513108	0.99537037037037	0.383731630611256	Core
KaeroEcoli	bepA	31.4439890710383	7.42828125075222	0.997950819672131	0.236238513948413	Core
KaeroEcoli	betA	21.4302812687014	12.2987664969293	0.888689407540395	0.573896643852802	Core
KaeroEcoli	betB	25.9816700610998	9.3794013252377	0.975560081466395	0.361000709468661	Core
KaeroEcoli	betI	23.4948979591837	13.8138626699235	0.923469387755102	0.587951592465798	Core
KaeroEcoli	betT	27.5762045231072	7.1775558902908	1	0.260280775197923	Core
KaeroEcoli	bglA	26.7217573221757	9.21397877493768	0.99860529986053	0.344811857388257	Core
KaeroEcoli	bglB	33.2688172043011	7.47209987734607	0.999283154121864	0.224597701549187	Accessory
KaeroEcoli	bglF	31.0447284345048	8.66969943146935	1	0.279264785638562	Accessory
KaeroEcoli	bglG	36.2878787878788	11.6759242997178	1	0.321758247925417	Accessory
KaeroEcoli	bglH_2	32.0061842918986	8.32440711462834	1	0.260087458058392	Accessory
KaeroEcoli	bglJ	32.8082595870207	9.7246488012524	1	0.296408554542759	Core
KaeroEcoli	bglX	28.5776014109347	8.59846166911773	1	0.300881153231694	Core
KaeroEcoli	bioA	25.9922480620155	9.50651740346861	0.996124031007752	0.365744331955697	Core
KaeroEcoli	bioB	31.3948126801153	10.1302446999677	0.997118155619596	0.322672563878171	Core
KaeroEcoli	bioC	26.3095238095238	8.08117520046586	1	0.307157790424947	Core
KaeroEcoli	bioD	25.1297935103245	9.26250826379739	1	0.368586723961418	Core
KaeroEcoli	bioF	23.5194805194805	11.0357192115754	0.981818181818182	0.46921611225362	Core
KaeroEcoli	bioH	25.9481193255512	10.2546742445125	1	0.39519913238624	Core
KaeroEcoli	bioP	28.39	11.2201208704297	0.931111111111111	0.395213838338489	Core
KaeroEcoli	bipA	27.9731359649123	7.08345687548046	0.99780701754386	0.253223552924688	Core
KaeroEcoli	birA	32.564182194617	9.43422941565917	0.994824016563147	0.289711848412969	Core
KaeroEcoli	bisC	29.8581833761782	8.49290717148953	0.999143101970865	0.28444152360138	Core
KaeroEcoli	blc	25.2846441947566	9.41603897736511	0.966292134831461	0.372401482292473	Core
KaeroEcoli	blr	22.6587301587302	11.5121936734318	0.984126984126984	0.508068792592787	Accessory
KaeroEcoli	bluF	35.4595709570957	8.49875004055146	0.999174917491749	0.23967436184816	Accessory
KaeroEcoli	bluR	30.568306010929	9.18495056939975	0.998633879781421	0.300472998605676	Accessory
KaeroEcoli	bolA	26.8888888888889	12.7941954283804	0.990476190476191	0.475817185352989	Core
KaeroEcoli	brnQ	29.0174242424242	7.01415222927145	0.993181818181818	0.241722082934452	Core
KaeroEcoli	bssR	29.5338541666667	13.1758105656627	0.9921875	0.44612567297544	Core
KaeroEcoli	bssS	27.0862745098039	11.955972704476	1	0.441403364650553	Core
KaeroEcoli	btsR	29.9375	8.87920696975146	0.998611111111111	0.296591464542846	Core
KaeroEcoli	btsS	29.8843416370107	8.54620698204477	1	0.2859760835909	Core
KaeroEcoli	btsT	24.7196652719665	7.35169520583742	0.99488609948861	0.297402700439259	Core
KaeroEcoli	btuB	28.2406504065041	11.8427227446328	0.951761517615176	0.419350212341615	Core
KaeroEcoli	btuC	31.7808358817533	7.9082674200044	1	0.24883761551863	Core
KaeroEcoli	btuD	29.452	8.74713548381581	1	0.296996315490147	Core
KaeroEcoli	btuE	29.5742753623188	10.2612829945162	1	0.346966506154546	Core
KaeroEcoli	btuF	26.3670411985019	14.8400678017168	0.82521847690387	0.562826435093519	Core
KaeroEcoli	btuR	25.5736040609137	11.3611401480356	0.983079526226734	0.444252602056968	Core
KaeroEcoli	cadA	31.6904096834264	8.23126155070446	1	0.259739827693337	Accessory
KaeroEcoli	cadB	32.7393258426966	7.19847588156237	1	0.219872452968306	Accessory
KaeroEcoli	cadC	33.3359324236517	7.07094473085796	1	0.212111802993731	Core
KaeroEcoli	caiA	27.7961504811899	9.17572670963123	0.994750656167979	0.33010782251451	Core
KaeroEcoli	caiB	29.0894909688013	6.62353349511331	0.999178981937603	0.227695063561514	Core
KaeroEcoli	caiC	30.4459459459459	9.00868720963937	1	0.295891191084471	Core
KaeroEcoli	caiD	28.0458015267176	12.6116088037127	1	0.449679029201513	Core
KaeroEcoli	caiE	27.2199661590525	9.94368928562344	0.99492385786802	0.365308657164384	Core
KaeroEcoli	caiF	31.8510101010101	10.0930116938931	1	0.316881997207774	Core
KaeroEcoli	caiT	29.009900990099	6.80405366611548	1	0.234542464258588	Core
KaeroEcoli	can	30.7948717948718	7.96082767601234	1	0.258511473242699	Core
KaeroEcoli	carA	27.9164490861619	11.5861407622773	0.94342906875544	0.415029172460923	Core
KaeroEcoli	cas1	39.871878393051	19.3874926527158	0.947882736156352	0.486244777875694	Accessory
KaeroEcoli	cas2	31.5136054421769	18.3806402806613	0.986394557823129	0.583260468700963	Accessory
KaeroEcoli	cas3	39.1483253588517	14.0267433832198	0.988835725677831	0.358297404924584	Accessory
KaeroEcoli	casA	35.3358925143954	16.2877976923934	0.977607165706974	0.460942020518033	Accessory
KaeroEcoli	casC	50.0681818181818	13.2567461466697	1	0.264773867659314	Accessory
KaeroEcoli	casD	44.0629183400268	11.8690375372937	1	0.269365670373945	Accessory
KaeroEcoli	casE	33.347158218126	18.2711012780251	0.989247311827957	0.54790579630542	Accessory
KaeroEcoli	cbl	30.3017875920084	8.36788264491358	0.990536277602524	0.276151452105105	Core
KaeroEcoli	cbpA	29.3789359391965	7.11556403071742	1	0.242199514830762	Core
KaeroEcoli	cbpM	26.6535947712418	9.30349503262814	1	0.349052167727343	Core
KaeroEcoli	cbrA	31.3746478873239	7.28059499170438	1	0.232053440658561	Core
KaeroEcoli	cbrB	28.4810126582278	8.66041626978824	0.99789029535865	0.304076837917009	Accessory
KaeroEcoli	cbtA_2	29.9973333333333	23.4809626685777	0.973333333333333	0.782768335026813	Accessory
KaeroEcoli	cca	24.5520581113801	10.337768648187	0.949959644874899	0.421055074132271	Core
KaeroEcoli	ccmA	24.957928802589	11.8639577953003	0.940129449838188	0.475358267472483	Core
KaeroEcoli	ccmB	28.4419306184012	9.67972889879109	1	0.340333046608606	Core
KaeroEcoli	ccmC	27.6951219512195	8.48851106698704	0.998644986449865	0.306498418094644	Core
KaeroEcoli	ccmD	24.8	8.77349204589745	0.976190476190476	0.353769840560381	Core
KaeroEcoli	ccmG	30.1541218637993	9.03044377409634	0.992831541218638	0.299476264468427	Core
KaeroEcoli	ccmH	31.7720797720798	8.78899778571371	0.996201329534663	0.27662645469741	Core
KaeroEcoli	ccp	34.2517882689557	10.1057887027061	0.997854077253219	0.295044119254513	Core
KaeroEcoli	cdaR	29.1053540587219	8.13908624985459	0.999136442141623	0.279642234670414	Core
KaeroEcoli	cdd	25.9344632768362	10.945473602679	0.95819209039548	0.422043575216577	Core
KaeroEcoli	cdgI	34.9871273712737	10.0394731248092	0.997289972899729	0.286947625573059	Core
KaeroEcoli	cdh	32.0413223140496	9.94334019578299	0.995867768595041	0.310328646811902	Core
KaeroEcoli	cdiA_1	23.0823957643944	15.6859887393758	0.840944187072579	0.679565020004211	Accessory
KaeroEcoli	cdsA	27.9933333333333	9.6950131474276	0.998666666666667	0.34633292977236	Core
KaeroEcoli	cecR	22.5848214285714	10.0574478915016	0.99702380952381	0.445318902489892	Core
KaeroEcoli	cedA	31.6872427983539	11.859408939022	1	0.374264463919784	Core
KaeroEcoli	cfa	30.5430809399478	11.8090615672391	0.946910356832028	0.386636226727011	Core
